Name,Age,Gender,Medical Condition,Date of Admission,Doctor,Billing Amount,Admission Type,Discharge Date,Medication,Test Results,MaHoSo,MaNV,MaBN,examination date,year of birth,Address,citizen identification,phone number,health insurance,Treatment department
GlENN maSSeY,51,Male,Cancer,06/08/2020,Michael Villanueva,25152.29389,Emergency,26/08/2020,Lipitor,Abnormal,HOSO6991,NV308,BN1859,06/03/1964,02/01/1975,"8184 Farrell Orchard Suite 692
Davischester, KS 93811",3.31E+11,84218585794,9645640326,Da li��
SAndrA mURray,26,Female,Diabetes,16/01/2022,Alan Cain,37544.80371,Elective,10/02/2022,Lipitor,Inconclusive,HOSO6772,NV299,BN3186,11/03/1948,10/08/1984,"191 Susan Crest
New Curtis, AL 14951",6.03E+11,84960374212,7231893453,Tim m��
maRK wiLLIaMs,44,Male,Diabetes,02/08/2021,Melissa Turner,35487.51241,Urgent,04/08/2021,Penicillin,Abnormal,HOSO7399,NV949,BN4359,23/11/1986,21/12/1988,"420 Cox Center
Millerhaven, PA 51461",4.92E+11,84280396168,3261849448,Ngo���
stEPHAnie rEid dvm,56,Female,Obesity,17/03/2020,Alexander Robles,2076.325536,Emergency,13/04/2020,Aspirin,Inconclusive,HOSO2086,NV257,BN4136,02/09/2008,22/03/2006,"31229 Morris Creek Apt. 403
Port Brandiside, ND 09860",3.93E+11,84927855756,4494926952,Tim m��
sEth BArTleTt ii,24,Male,Obesity,23/07/2020,Joseph Carr,35312.30148,Emergency,03/08/2020,Penicillin,Normal,HOSO6623,NV131,BN3072,20/01/2010,13/05/2005,"844 Wu Junctions Apt. 912
Marshtown, IN 16675",8.76E+11,84849832124,7970843484,Tim m��
jerEmY rIcH,39,Male,Hypertension,22/07/2022,David Poole,13869.78852,Urgent,24/07/2022,Aspirin,Abnormal,HOSO6400,NV369,BN1547,15/06/1978,13/03/1953,"0778 Samantha Lock Suite 273
West Josephtown, CO 67577",5.21E+11,84640933963,8876077909,Da li��
eLIZAbeTh MiLLEr,53,Male,Hypertension,08/08/2020,Cynthia Thomas,36107.40314,Emergency,21/08/2020,Ibuprofen,Normal,HOSO1447,NV857,BN6298,13/05/1977,24/06/1971,"12333 John Falls
Cochranbury, TN 31117",4.51E+11,84504714529,2844169857,N���
ErIn MaRtiN,21,Male,Asthma,29/09/2023,Rebecca Reed,41208.16759,Emergency,06/10/2023,Paracetamol,Normal,HOSO4110,NV636,BN4046,20/10/1984,02/04/1970,"2970 Kim Streets Suite 424
New Ryanland, DC 01823",4.92E+11,84289889082,5021269978,Ngo���
FRaNK HESS,82,Female,Cancer,05/01/2022,Steven Boyle,14292.06579,Urgent,08/01/2022,Ibuprofen,Abnormal,HOSO2150,NV201,BN2649,24/01/1944,17/07/1978,"Unit 1558 Box 9081
DPO AP 29046",4.53E+11,84316186897,5917180025,N���
pAul Rogers,61,Female,Cancer,22/06/2020,Bryan Wu,17722.96108,Emergency,20/07/2020,Ibuprofen,Abnormal,HOSO3214,NV719,BN7932,16/11/1982,03/08/1992,"613 Jasmine Tunnel
Mitchellland, AR 74447",4.30E+11,84886835933,3641396648,Da li��
JEnNiFEr edWArDS,59,Female,Obesity,26/10/2019,James Quinn,21125.32198,Elective,29/10/2019,Lipitor,Normal,HOSO5815,NV363,BN7584,11/03/1947,16/04/2021,"USNV Ross
FPO AP 94274",1.96E+11,84084606637,4022657285,Tim m��
BRian halL,51,Female,Arthritis,21/02/2024,Ryan Rich,5164.553856,Urgent,19/03/2024,Paracetamol,Abnormal,HOSO4222,NV436,BN7229,18/10/2009,19/05/1966,"08250 Kenneth Inlet
Elizabethtown, MS 07977",9.46E+11,84844350343,4856764433,Tim m��
kIMbERly WILLIamS,43,Male,Hypertension,07/01/2023,James Robinson,2162.607297,Emergency,08/01/2023,Ibuprofen,Abnormal,HOSO2135,NV413,BN8714,22/05/2020,24/10/1939,"6315 April Estates Suite 209
South Sarah, ID 82571",9.37E+11,84698594487,6371113810,N���
IsAaC MENdeZ,79,Male,Cancer,21/09/2023,Edwin Sparks,2675.230609,Emergency,01/10/2023,Penicillin,Normal,HOSO3428,NV229,BN4123,03/05/1960,09/05/1940,"PSC 5528, Box 0005
APO AP 34325",3.20E+11,84277180845,7580954143,Da li��
SarAh SmitH,79,Female,Arthritis,07/12/2022,Tyler Parsons,44918.3238,Emergency,21/12/2022,Lipitor,Abnormal,HOSO8305,NV873,BN5230,05/11/1950,31/10/1984,"PSC 4428, Box 1239
APO AE 96518",2.48E+11,84429777858,8324734382,Da li��
dAniEl Wolf,49,Male,Obesity,13/12/2022,Kirk Rich II,6327.801026,Emergency,28/12/2022,Aspirin,Abnormal,HOSO8052,NV617,BN9994,09/12/1975,01/10/1946,"Unit 7947 Box 2612
DPO AE 04765",5.47E+11,84180356121,8738824528,Nhi khoa
RobeRT RoSS,68,Female,Hypertension,16/11/2022,Andrew Neal,29526.32153,Elective,21/11/2022,Aspirin,Inconclusive,HOSO4245,NV252,BN4192,22/10/1940,08/03/1951,"0195 Nicholas Isle
West Bonnie, OK 32794",7.62E+11,84374272409,3189985252,Nhi khoa
DOuglAS fosTEr,69,Female,Asthma,19/06/2019,Susan Silva,38989.53376,Elective,17/07/2019,Penicillin,Inconclusive,HOSO8619,NV749,BN2499,08/10/1996,20/06/1976,"1439 Norton Points Apt. 847
Seantown, CO 57298",2.25E+11,84878052031,9813281649,N���
LOuIS LoWERY,49,Female,Obesity,29/01/2023,Lynn York,33395.10366,Emergency,18/02/2023,Ibuprofen,Normal,HOSO1409,NV820,BN1284,26/12/1958,29/12/1935,"59231 Medina Branch Suite 231
Larsonfort, GA 78457",3.69E+11,84545143379,5074631973,Tim m��
JESsICA Tyler,27,Female,Cancer,30/11/2023,Ellen Bush,20258.78032,Elective,12/12/2023,Paracetamol,Abnormal,HOSO3691,NV392,BN2096,22/08/1979,06/12/1949,"19153 Jasmine Cliffs
Port Chadberg, NH 17581",6.27E+11,84441314657,4067951797,Tim m��
wiLLiAm davIES,73,Male,Obesity,26/03/2021,Anthony Smith,43050.83138,Urgent,20/04/2021,Penicillin,Abnormal,HOSO1228,NV709,BN6045,01/12/2009,10/06/1959,"PSC 7408, Box 2435
APO AE 14525",4.94E+11,84767758440,3467920598,Tim m��
JeSSICA rEyeS,42,Female,Diabetes,21/08/2021,Mary Schwartz,37284.04971,Elective,03/09/2021,Paracetamol,Abnormal,HOSO2692,NV481,BN8281,14/08/1935,27/10/1956,"5428 Cassandra Islands
Michaeltown, MI 04759",5.30E+11,84477190334,7664998045,N���
dAnIEl JoneS,59,Female,Cancer,03/01/2024,Victoria Osborne,42434.77686,Urgent,25/01/2024,Lipitor,Abnormal,HOSO6664,NV166,BN2712,18/09/1945,22/07/2013,"7213 Williams Glens Apt. 899
New Lisa, SD 20459",1.63E+11,84296996998,8007100559,Da li��
PAUla moRaLes,20,Female,Hypertension,23/03/2024,Regina Glass,38570.12641,Emergency,21/04/2024,Penicillin,Abnormal,HOSO6677,NV845,BN8333,01/12/1996,25/07/1959,"1161 Candice Bridge Apt. 350
Brownville, KY 04698",2.30E+11,84926762335,9247009720,Ngo���
DAvId spEArS,61,Female,Cancer,03/12/2022,Craig Ray,22108.972,Emergency,10/12/2022,Paracetamol,Inconclusive,HOSO6930,NV351,BN7619,08/05/1940,16/03/1999,"03384 Black Mission
Johnsonmouth, NJ 55437",5.06E+11,84612731818,1090906015,N���
ScoTT bErRY,50,Male,Asthma,25/09/2021,Carlos Steele,40783.1503,Urgent,23/10/2021,Penicillin,Inconclusive,HOSO1845,NV709,BN6154,14/02/2010,05/01/2016,"5271 Anderson Ports
Lake Jenniferland, DE 52898",1.21E+11,84495181333,4476166711,Nhi khoa
dAltON NGuYEN,29,Female,Asthma,23/08/2020,Michael Pugh,28296.1835,Emergency,26/08/2020,Ibuprofen,Normal,HOSO9233,NV699,BN9237,15/09/1962,08/09/1957,"7316 Russell Vista Apt. 291
Lake Renee, HI 19429",1.76E+11,84775290322,3806039530,N���
SCoTT clARK,44,Male,Asthma,18/09/2020,Mark Mccarthy,46950.58326,Elective,16/10/2020,Penicillin,Inconclusive,HOSO3028,NV199,BN5480,17/08/1947,28/03/2022,"6459 Tran Port Suite 990
East Terriport, SD 26849",4.48E+11,84982151853,3504949613,Da li��
JaMIE bAKEr,37,Female,Diabetes,01/08/2022,Shane Green,41548.15083,Elective,30/08/2022,Lipitor,Inconclusive,HOSO6689,NV534,BN3626,07/12/1969,21/07/1964,"6088 Caleb Loaf
East Jimmychester, HI 62009",2.43E+11,84787823393,5699942070,Nhi khoa
couRTnEy pAtrick,79,Female,Hypertension,11/01/2020,Hayley Payne,43277.56449,Urgent,25/01/2020,Penicillin,Inconclusive,HOSO5748,NV584,BN9110,07/09/2011,16/09/1960,"928 Linda Viaduct Apt. 540
Christopherland, KY 87384",8.08E+11,84951932481,4132450968,Tim m��
wILLiAm waRE,18,Male,Hypertension,16/10/2020,Christopher Sharp,41248.13084,Elective,17/10/2020,Lipitor,Abnormal,HOSO7880,NV358,BN6458,04/07/1970,04/04/2002,"636 Jeremy Ranch Suite 712
Moyerstad, MS 02771",5.85E+11,84335797571,7380089777,Da li��
AmBer andeRSoN,25,Female,Cancer,29/04/2024,Joseph Chandler,6162.345959,Emergency,19/05/2024,Aspirin,Inconclusive,HOSO6453,NV559,BN6927,27/01/2020,23/09/1980,"354 Burch Ports Suite 302
Scottmouth, HI 69038",2.12E+11,84201092873,2526416175,Nhi khoa
caSey joHNson,64,Female,Cancer,05/07/2022,Brandi Elliott,45208.33769,Urgent,06/07/2022,Lipitor,Abnormal,HOSO4458,NV175,BN7085,12/12/1971,28/11/1957,"398 Davidson Forge
North Michelle, IN 57915",3.24E+11,84730369015,7306484120,Nhi khoa
ZAcHaRY ColLins,23,Male,Diabetes,27/08/2019,Brian Fox,36324.52348,Emergency,15/09/2019,Paracetamol,Normal,HOSO4967,NV271,BN4465,25/03/2017,03/12/1952,"127 Crawford Row Apt. 832
East Stephen, NH 39970",7.74E+11,84853443237,4852719876,N���
ZACHArY rEed,57,Male,Hypertension,10/03/2024,Paul Coleman,46084.67377,Urgent,22/03/2024,Penicillin,Abnormal,HOSO3563,NV374,BN6921,10/08/2005,28/07/1974,"PSC 6665, Box 9792
APO AP 49301",8.03E+11,84963792833,5485106944,Tim m��
CHRisTOPHer wEiss,49,Female,Asthma,16/02/2023,Kelly Thompson,-1018.245371,Elective,09/03/2023,Penicillin,Inconclusive,HOSO7586,NV293,BN2705,27/07/1973,21/11/1963,"33186 Thomas Crescent Suite 864
West Michaelborough, KS 21054",2.70E+11,84350503756,7355481998,Tim m��
CHArleS sTrong,49,Female,Diabetes,25/04/2024,Corey Perez,6657.347141,Elective,14/05/2024,Penicillin,Abnormal,HOSO8097,NV842,BN6614,24/10/1993,22/01/2009,"86778 Anderson Freeway
Willisberg, MS 27911",1.73E+11,84672563321,6754099539,Ngo���
kathErINE KeLLY,65,Female,Asthma,25/09/2023,Blake Phillips,39357.45974,Urgent,13/10/2023,Lipitor,Normal,HOSO9755,NV607,BN8942,03/06/1936,28/04/1968,"95982 Wolf View
South Kristen, KS 53928",3.49E+11,84249569165,5866702787,Tim m��
chrIstOPhEr heNdERSon,59,Female,Arthritis,12/09/2022,Nicole Phelps,23154.6385,Emergency,21/09/2022,Aspirin,Normal,HOSO3825,NV473,BN1310,15/11/1986,02/05/1991,"11040 Montgomery Point
Port Isabelborough, AK 53139",4.04E+11,84813608964,3894098842,Tim m��
jOsEPh bROWn,82,Male,Diabetes,30/06/2019,Lorraine Powers,6653.59156,Emergency,22/07/2019,Penicillin,Normal,HOSO5948,NV694,BN1274,28/12/2004,05/02/1948,"88913 Kevin Mall
Thompsonport, OH 91310",8.23E+11,84872621095,5498898958,Da li��
josEpH SAncHEz,31,Male,Diabetes,12/02/2023,Michael Colon,15327.74216,Urgent,27/02/2023,Penicillin,Inconclusive,HOSO9018,NV402,BN9597,30/09/1997,26/01/1979,"24594 Kimberly Rapids
New Josephborough, VT 21796",4.31E+11,84974879959,9608140638,Tim m��
KYle pEREz,63,Female,Obesity,23/01/2020,Taylor Sullivan,31457.79731,Elective,01/02/2020,Aspirin,Normal,HOSO2166,NV903,BN4927,23/05/1936,30/12/1985,"306 Abigail Spurs
Norrisshire, DC 46202",9.76E+11,84954858984,3847494971,Ngo���
EdUaRdO hOuSTOn,78,Male,Asthma,25/11/2022,Natalie Howell,21875.08332,Elective,11/12/2022,Penicillin,Inconclusive,HOSO5561,NV938,BN2665,09/05/1990,05/09/1938,"206 Salas Islands Apt. 020
North Pamelaside, OR 80565",2.47E+11,84937770284,2235507475,Da li��
lORi roACh,25,Female,Diabetes,10/02/2021,Lonnie Duncan,49635.30652,Elective,17/02/2021,Lipitor,Normal,HOSO8035,NV795,BN6794,04/09/1988,14/11/1939,"34147 Sean Gateway Apt. 889
East Mary, DC 09625",6.06E+11,84742808212,5265784372,Da li��
ErIc bUtleR,66,Male,Cancer,30/01/2023,Bruce Rivera,41413.80939,Emergency,27/02/2023,Ibuprofen,Inconclusive,HOSO9013,NV219,BN6007,14/12/2015,04/09/1989,"257 Natasha Fort Apt. 268
North Angelaland, TN 01387",5.94E+11,84927121748,2392938179,Da li��
jEfFREY bROWn,58,Male,Arthritis,24/08/2019,Jordan Shannon,16352.58628,Urgent,17/09/2019,Aspirin,Normal,HOSO2173,NV239,BN3916,02/02/1981,30/11/1956,"4042 Patterson Plain Suite 420
East Theresaborough, WA 66728",7.07E+11,84687471284,3211442831,Da li��
ThOmAs hAAS,28,Female,Arthritis,05/02/2024,Cindy Jones,1805.522806,Urgent,06/02/2024,Penicillin,Normal,HOSO2051,NV679,BN2598,29/05/2019,15/01/1995,"95947 Mary Court Suite 969
North Wendy, ME 13074",4.63E+11,84118320049,6891354624,Nhi khoa
kelLY tURner,18,Female,Arthritis,30/08/2021,Reginald Mckinney,38363.26127,Emergency,25/09/2021,Penicillin,Inconclusive,HOSO8919,NV163,BN1460,28/03/1956,23/06/2002,"893 Johnson Path
New Susan, NC 65227",4.93E+11,84391556251,6533666130,Tim m��
lANce SiMPsOn,46,Female,Asthma,07/01/2022,Tiffany Hunt,32746.55637,Urgent,25/01/2022,Ibuprofen,Normal,HOSO9373,NV963,BN5149,02/10/2000,28/05/1970,"USNV Cunningham
FPO AE 88030",5.24E+11,84695640392,6393768260,Da li��
jeffrey GReeN,44,Male,Arthritis,08/09/2023,Frank Pierce,36649.32428,Elective,06/10/2023,Aspirin,Inconclusive,HOSO1187,NV145,BN1781,11/09/1949,23/04/1985,"94544 Danny Valley
Jenniferhaven, NC 88326",4.60E+11,84199042961,2409388024,Nhi khoa
ErIc cOLlInS,52,Female,Cancer,07/10/2021,Olivia White,3288.125879,Elective,10/10/2021,Paracetamol,Abnormal,HOSO6630,NV280,BN6865,03/06/2002,20/07/1988,"PSC 2624, Box 1652
APO AE 55171",5.19E+11,84061348194,5806545606,N���
brIanNa wiLlIaMs,24,Female,Cancer,29/02/2020,Laura Hill,32993.4924,Urgent,17/03/2020,Lipitor,Normal,HOSO4552,NV875,BN9623,26/02/1999,31/10/2023,"75467 Carol Corner
Michelleberg, VT 11855",5.57E+11,84153397877,4141058543,Nhi khoa
RoBerT gRavEs,53,Male,Obesity,06/08/2019,Angela Rogers,3338.215511,Emergency,03/09/2019,Lipitor,Normal,HOSO2671,NV506,BN8513,09/05/2018,15/09/2022,"98179 Jones Roads Suite 108
East Tiffanyton, NM 10872",8.29E+11,84467470764,6769116295,Tim m��
CINDy wiLLIamS,46,Female,Obesity,06/08/2019,James Smith,21401.52106,Urgent,09/08/2019,Penicillin,Abnormal,HOSO7501,NV192,BN2342,14/09/1940,11/07/1951,"91499 James Points
Samanthaburgh, AK 52625",5.05E+11,84895292433,2767022210,Nhi khoa
VIcToR sULLivan,72,Female,Asthma,06/12/2021,Brian Cooper,35828.3195,Emergency,12/12/2021,Aspirin,Inconclusive,HOSO6680,NV688,BN6521,25/11/1943,09/01/1997,"311 Rodriguez Throughway Suite 952
Ashleymouth, MS 99160",7.69E+11,84277898199,7872048220,Nhi khoa
Frank SCotT,54,Female,Asthma,19/05/2020,Jonathan Jimenez,14171.98971,Elective,11/06/2020,Paracetamol,Inconclusive,HOSO5417,NV422,BN8118,25/10/2018,27/04/1941,"9463 Pace Falls Apt. 137
West James, MD 86917",7.02E+11,84575194431,1006791689,Tim m��
Mark BRaDShaw,73,Male,Hypertension,27/12/2019,Ashley Bishop,30283.17459,Emergency,29/12/2019,Lipitor,Abnormal,HOSO2611,NV380,BN9257,18/06/1941,11/09/1964,"15492 Franklin Parkway
South Kristiborough, IL 48190",3.01E+11,84726675458,8748024817,Ngo���
JeSSicA duNn,69,Female,Cancer,04/06/2022,Charles Harris,31419.11937,Urgent,13/06/2022,Penicillin,Normal,HOSO3733,NV580,BN1385,18/06/1952,24/12/1945,"336 Hendricks Alley
Marcoland, MD 19471",1.85E+11,84402008518,1570741443,Da li��
KELsEy foX,32,Male,Diabetes,18/01/2023,Brandon Richardson,23734.85401,Emergency,03/02/2023,Penicillin,Normal,HOSO5677,NV257,BN8716,23/04/1999,15/11/1973,"658 Drew Way
Dayport, OR 31163",2.86E+11,84025708497,5861681347,Ngo���
MarY RICE,29,Male,Diabetes,25/07/2023,Shane Wong,45417.64235,Elective,28/07/2023,Lipitor,Inconclusive,HOSO8907,NV682,BN5329,14/02/1994,13/07/2019,"5722 Kenneth Rest Suite 439
West Ryanview, MT 60480",9.02E+11,84082075056,7784768981,Nhi khoa
RACHeL jaCKSON,82,Female,Arthritis,17/07/2020,Michael Oliver,12822.78329,Urgent,09/08/2020,Lipitor,Inconclusive,HOSO4317,NV962,BN6421,20/08/2020,13/06/1960,"66522 Kim Fork Apt. 063
Anthonymouth, IA 82452",7.16E+11,84349053551,3301767774,N���
leah FRederICk,19,Male,Obesity,03/02/2023,John Cooper,25856.2202,Emergency,23/02/2023,Lipitor,Abnormal,HOSO4220,NV568,BN2298,21/03/2011,20/09/2013,"564 Thomas Unions Apt. 351
Justinburgh, CO 62652",8.22E+11,84910484548,9124308679,Da li��
COnnOr ODoNNell,63,Male,Arthritis,27/11/2021,Daniel Freeman,10443.67777,Elective,08/12/2021,Penicillin,Normal,HOSO1165,NV143,BN1689,27/11/1974,27/08/1944,"PSC 2789, Box 8412
APO AP 74186",3.72E+11,84188282615,5932959692,Ngo���
clAUdIa DoWNS,38,Male,Hypertension,18/08/2020,Adriana Gould,40606.45848,Emergency,24/08/2020,Paracetamol,Inconclusive,HOSO7475,NV788,BN9511,10/10/1972,14/10/1951,"53552 Johnson Lake
Barnesfort, NV 39007",6.74E+11,84371731593,3104061004,N���
wIlliaM LaNG,74,Male,Diabetes,06/07/2019,Amanda Hall,32535.44837,Emergency,02/08/2019,Lipitor,Normal,HOSO3978,NV221,BN7375,19/01/1938,10/06/1959,"381 Reyes Squares
Johnview, SC 89875",4.32E+11,84221590498,6012965150,Tim m��
LIsA MORAn,38,Male,Asthma,17/02/2024,Michael Mcbride,34557.28864,Emergency,19/02/2024,Lipitor,Normal,HOSO8929,NV649,BN1035,23/02/2003,13/11/2015,"PSC 9206, Box 0024
APO AE 35277",4.22E+11,84689841415,3232863451,Ngo���
rUBeN BUrTOn,53,Male,Arthritis,06/09/2021,Deborah Wise,35116.71047,Emergency,05/10/2021,Paracetamol,Normal,HOSO7894,NV889,BN9955,17/10/1956,20/06/1997,"7139 Allison Prairie Suite 742
Grossside, WY 10312",5.08E+11,84001912465,7785736658,Nhi khoa
bRANdon sMith,36,Male,Diabetes,17/12/2021,Ronald Edwards,28270.30357,Elective,07/01/2022,Ibuprofen,Inconclusive,HOSO9799,NV187,BN5064,04/12/1982,25/05/1937,"103 Johnson Trafficway
Michaelberg, DE 09801",9.55E+11,84136230715,4051440008,N���
jeSSiCa MURPHY,67,Female,Arthritis,20/09/2022,Raymond Bowen,47734.98787,Emergency,07/10/2022,Aspirin,Abnormal,HOSO6083,NV720,BN1879,22/02/1995,22/11/1935,"09479 Berry Pass Apt. 236
Port Brettbury, FL 49135",1.71E+11,84088904385,1529970229,Ngo���
miSty wiLLIamS,63,Male,Asthma,13/12/2021,Jill Bailey,19176.2617,Elective,20/12/2021,Penicillin,Inconclusive,HOSO4950,NV651,BN5029,29/01/2004,31/07/1936,"6540 Lewis Lights Suite 595
North Robertburgh, NM 86654",2.35E+11,84853259310,5659420626,Ngo���
brAndY GEORGE,39,Male,Arthritis,12/10/2021,Jennifer Pope,8731.482275,Emergency,27/10/2021,Ibuprofen,Normal,HOSO2769,NV479,BN3957,27/04/1941,05/11/2021,"65488 Oneill Parks
Eduardoport, WA 68420",6.50E+11,84921183558,6447310321,Ngo���
ANDrea Buck,55,Male,Asthma,08/08/2023,Taylor Craig,19249.68719,Emergency,21/08/2023,Aspirin,Abnormal,HOSO1998,NV379,BN8647,21/09/1970,23/05/1975,"1607 Novak Lakes Apt. 912
Courtneymouth, OK 66018",2.03E+11,84110538040,5991729507,N���
STephanIE bUrKE,80,Male,Obesity,15/11/2019,Kristy Waters,22758.6376,Elective,13/12/2019,Aspirin,Inconclusive,HOSO5410,NV543,BN7242,06/03/2003,08/05/1977,"248 Michael Vista
Andersonton, NE 39292",6.37E+11,84465381914,7537849877,Nhi khoa
STEPHaNiE moON,18,Female,Asthma,17/12/2021,Elizabeth Blevins,20929.06654,Emergency,26/12/2021,Aspirin,Normal,HOSO3295,NV689,BN8780,02/05/1982,06/08/1974,"6164 Carter Oval
North Anthonyhaven, UT 45197",3.17E+11,84874052858,3372881069,Nhi khoa
sHaRON joHnsON,41,Male,Cancer,08/11/2022,Janice Jones,3899.863641,Emergency,11/11/2022,Penicillin,Abnormal,HOSO3318,NV929,BN8084,29/07/2003,16/08/1992,"12594 Kirk Centers Suite 543
Lake Courtneyfort, RI 35205",4.09E+11,84344359233,5459842268,N���
MaTtHeW haLEY,81,Male,Arthritis,24/02/2020,Joann Anderson,19698.00074,Elective,16/03/2020,Paracetamol,Abnormal,HOSO2309,NV835,BN8101,08/08/2020,08/12/1970,"43640 Buchanan Estate Apt. 044
North John, LA 15830",8.06E+11,84120657456,7746340600,Ngo���
SaBRInA May,66,Female,Asthma,28/05/2022,Christine Mejia,34060.27295,Elective,22/06/2022,Lipitor,Inconclusive,HOSO1948,NV949,BN8216,28/08/1992,13/09/1988,"2366 Stanley Point Suite 178
Port Arthurburgh, CA 97267",5.63E+11,84555578517,3951290809,N���
melindA aUstiN,44,Male,Hypertension,03/09/2022,Pamela Reed,40367.63417,Elective,30/09/2022,Aspirin,Inconclusive,HOSO8555,NV197,BN1280,19/01/1959,28/08/1972,"3810 Rodriguez Wells
South Janetport, WV 93794",3.70E+11,84281950720,6347980452,Tim m��
angElA MonTgOmery,81,Female,Arthritis,07/04/2020,William Holmes,3638.246196,Emergency,30/04/2020,Aspirin,Abnormal,HOSO9059,NV561,BN2871,21/12/2011,15/08/1990,"49698 Joseph Pike Apt. 245
Lake Jessicastad, KY 74641",2.82E+11,84930477109,6650715207,Tim m��
VAnessA MaRTiN,77,Male,Arthritis,25/08/2019,Heather Bowman,46134.92598,Elective,04/09/2019,Aspirin,Inconclusive,HOSO7081,NV179,BN2707,15/01/1957,28/07/1975,"861 Kane Plains Apt. 988
Thomasside, IN 20988",1.35E+11,84019276059,7976371287,N���
gABriel steVEnS,62,Male,Obesity,28/05/2021,Brittany Burns,14549.49467,Urgent,09/06/2021,Penicillin,Abnormal,HOSO1787,NV397,BN3938,22/06/2016,05/07/1973,"32995 Shawn Spurs
New Ethan, TX 95374",2.66E+11,84194017037,4839042264,Ngo���
MichAEL wOLfE,78,Male,Cancer,25/02/2024,Amber Carpenter,30549.65332,Emergency,08/03/2024,Paracetamol,Inconclusive,HOSO7436,NV461,BN1213,28/07/1986,28/07/1955,"9656 James Ville
Carterfurt, MS 82721",2.76E+11,84444356485,7520676222,Nhi khoa
bROokE TorreS,70,Male,Diabetes,08/09/2019,Kimberly Castaneda,13666.17587,Elective,09/09/2019,Lipitor,Normal,HOSO8188,NV969,BN1419,04/06/1960,30/09/1946,"11186 Christina Spurs
Lake Zachary, WV 47968",2.85E+11,84010479571,3842740488,Nhi khoa
vicTOr DUKE,33,Male,Asthma,25/05/2023,Jessica Vasquez,45199.27331,Elective,29/05/2023,Lipitor,Abnormal,HOSO7136,NV844,BN1737,09/08/1950,10/05/1948,"974 Williams Field
Cliffordtown, NE 38542",2.47E+11,84345268546,6909537804,Ngo���
josepH gaRrETt,56,Female,Arthritis,11/07/2023,Joseph Robinson,20514.40018,Elective,01/08/2023,Ibuprofen,Abnormal,HOSO2571,NV123,BN6206,25/08/2023,28/05/1940,"57172 Bonnie Terrace
Friedmanfort, AK 72830",5.85E+11,84045461395,3704878192,Ngo���
kARa lI,38,Male,Cancer,20/03/2024,Travis Morales,47700.53753,Emergency,05/04/2024,Penicillin,Normal,HOSO6840,NV609,BN9495,24/01/1943,23/09/2004,"Unit 8438 Box 3368
DPO AA 35479",7.94E+11,84478289425,4523832972,Nhi khoa
jUan kEllEy,33,Male,Hypertension,05/11/2021,Carrie Montes,2462.21032,Urgent,06/11/2021,Paracetamol,Inconclusive,HOSO1792,NV973,BN2124,30/07/1990,27/08/1977,"2688 Ashley Views
Jillville, NJ 84719",2.10E+11,84205951374,1744602326,Nhi khoa
sHawNA rUsseLl,25,Male,Hypertension,27/08/2023,Alexander Walters,31401.50185,Urgent,28/08/2023,Lipitor,Inconclusive,HOSO4986,NV682,BN4277,12/01/2008,26/07/2008,"880 Lisa Knoll
New Laura, WY 73579",5.58E+11,84044144719,5955156105,Tim m��
LOrI LawREnce,66,Female,Obesity,26/05/2022,Justin Paul,20749.86282,Elective,30/05/2022,Paracetamol,Inconclusive,HOSO4223,NV921,BN4290,07/08/1968,15/04/2017,"97143 Reyes Track Apt. 450
Codyhaven, NM 24926",7.80E+11,84423136630,7424809080,Da li��
WhItney jonES,47,Male,Hypertension,13/09/2021,Curtis Fox,47297.41907,Emergency,16/09/2021,Lipitor,Normal,HOSO1392,NV600,BN6609,16/05/1954,11/04/1939,"20748 James Station
North Bruce, MT 71629",1.95E+11,84792364394,3475510784,Ngo���
JOE DaVila,53,Female,Obesity,10/03/2024,Theresa Harrison,26223.16583,Urgent,15/03/2024,Penicillin,Normal,HOSO7104,NV582,BN4144,22/04/1994,26/02/1956,"0985 John Junctions Apt. 815
New Julia, NH 92865",9.44E+11,84840584063,7626316292,Ngo���
lISa KELlEr,37,Male,Asthma,26/09/2022,Mark Maynard,35821.64934,Urgent,24/10/2022,Paracetamol,Normal,HOSO8323,NV981,BN4531,05/03/1957,06/10/1978,"76245 Evans Bypass Suite 918
East Williamchester, NV 31559",5.29E+11,84335510322,3417752100,Da li��
jOrdAN BUSh,56,Male,Arthritis,26/12/2019,Randy Graham,21633.32776,Elective,27/12/2019,Paracetamol,Inconclusive,HOSO5714,NV251,BN5165,26/08/1994,24/05/1949,"USCGC Garcia
FPO AP 50218",1.79E+11,84702006475,5128782504,Da li��
BrEnDA yU,51,Male,Arthritis,18/01/2021,Michael Jenkins,39448.88651,Elective,11/02/2021,Aspirin,Inconclusive,HOSO1930,NV587,BN4671,23/08/2015,22/11/1940,"45357 Scott Turnpike Apt. 468
Ashleyville, WI 45281",1.76E+11,84076303233,4684729244,Tim m��
JASmine sHort,40,Female,Cancer,23/02/2021,Amy Johnson,8867.746669,Emergency,20/03/2021,Lipitor,Inconclusive,HOSO4344,NV190,BN3108,10/12/1988,18/03/2016,"3023 Michelle Green Apt. 271
South Erika, WV 08912",8.01E+11,84735367228,2681450146,N���
